 id node (1st colm), stage actuation duration idle time L (next colms), parameter selection new stage,cycle duration T  (last col) 
37593.00	 8.20	 0.8	 	 1.5	 
49394.00	 8.20	 0.8	 	 1.5	 
37605.00	 8.20	 0.8	 	 1.5	 
49395.00	 8.20	 0.8	 	 1.5	 
37607.00	 8.20	 0.8	 	 1.5	 
37872.00	 8.20	 0.8	 	 1.5	 
48494.00	 8.20	 0.8	 	 1.5	 
37606.00	 8.20	 0.8	 	 1.5	 
37610.00	 8.20	 0.8	 	 1.5	 
48492.00	 8.20	 0.8	 	 1.5	 
49954.00	 8.20	 0.8	 	 1.5	 
48493.00	 8.20	 0.8	 	 1.5	 
37612.00	 8.20	 0.8	 	 1.5	 
